지역구,지역동,업종,점포수,,,,,,,,,,,,,,,,
중구,동화동,의류판매점,102,,,,,,,,,,,,,,,,
중구,황학동,의류판매점,90,,,,,,,,,,,,,,,,
중구,중림동,의류판매점,14,,,,,,,,,,,,,,,,
용산구,후암동,의류판매점,36,,,,,,,,,,,,,,,,
용산구,용산2가동,의류판매점,36,,,,,,,,,,,,,,,,
용산구,남영동,의류판매점,124,,,,,,,,,,,,,,,,
용산구,청파동,의류판매점,39,,,,,,,,,,,,,,,,
용산구,원효로1동,의류판매점,29,,,,,,,,,,,,,,,,
용산구,원효로2동,의류판매점,21,,,,,,,,,,,,,,,,
용산구,효창동,의류판매점,9,,,,,,,,,,,,,,,,
용산구,용문동,의류판매점,27,,,,,,,,,,,,,,,,
용산구,한강로동,의류판매점,152,,,,,,,,,,,,,,,,
용산구,이촌1동,의류판매점,99,,,,,,,,,,,,,,,,
용산구,이촌2동,의류판매점,6,,,,,,,,,,,,,,,,
용산구,이태원1동,의류판매점,342,,,,,,,,,,,,,,,,
용산구,이태원2동,의류판매점,55,,,,,,,,,,,,,,,,
용산구,한남동,의류판매점,204,,,,,,,,,,,,,,,,
용산구,서빙고동,의류판매점,32,,,,,,,,,,,,,,,,
용산구,보광동,의류판매점,30,,,,,,,,,,,,,,,,
성동구,왕십리2동,의류판매점,28,,,,,,,,,,,,,,,,
성동구,왕십리도선동,의류판매점,82,,,,,,,,,,,,,,,,
성동구,마장동,의류판매점,27,,,,,,,,,,,,,,,,
성동구,사근동,의류판매점,15,,,,,,,,,,,,,,,,
성동구,행당1동,의류판매점,100,,,,,,,,,,,,,,,,
성동구,행당2동,의류판매점,34,,,,,,,,,,,,,,,,
성동구,응봉동,의류판매점,14,,,,,,,,,,,,,,,,
성동구,금호1가동,의류판매점,15,,,,,,,,,,,,,,,,
성동구,금호2.3가동,의류판매점,59,,,,,,,,,,,,,,,,
성동구,금호4가동,의류판매점,23,,,,,,,,,,,,,,,,
성동구,옥수동,의류판매점,31,,,,,,,,,,,,,,,,
성동구,성수1가1동,의류판매점,40,,,,,,,,,,,,,,,,
성동구,성수1가2동,의류판매점,56,,,,,,,,,,,,,,,,
성동구,성수2가1동,의류판매점,82,,,,,,,,,,,,,,,,
성동구,성수2가3동,의류판매점,120,,,,,,,,,,,,,,,,
성동구,송정동,의류판매점,14,,,,,,,,,,,,,,,,
성동구,용답동,의류판매점,72,,,,,,,,,,,,,,,,
광진구,화양동,의류판매점,95,,,,,,,,,,,,,,,,
광진구,군자동,의류판매점,46,,,,,,,,,,,,,,,,
광진구,중곡1동,의류판매점,62,,,,,,,,,,,,,,,,
광진구,중곡2동,의류판매점,67,,,,,,,,,,,,,,,,
광진구,중곡3동,의류판매점,52,,,,,,,,,,,,,,,,
광진구,중곡4동,의류판매점,81,,,,,,,,,,,,,,,,
광진구,능동,의류판매점,31,,,,,,,,,,,,,,,,
광진구,광장동,의류판매점,67,,,,,,,,,,,,,,,,
광진구,자양1동,의류판매점,86,,,,,,,,,,,,,,,,
광진구,자양2동,의류판매점,34,,,,,,,,,,,,,,,,
광진구,자양3동,의류판매점,85,,,,,,,,,,,,,,,,
광진구,자양4동,의류판매점,82,,,,,,,,,,,,,,,,
광진구,구의1동,의류판매점,60,,,,,,,,,,,,,,,,
광진구,구의2동,의류판매점,48,,,,,,,,,,,,,,,,
광진구,구의3동,의류판매점,120,,,,,,,,,,,,,,,,
동대문구,용신동,의류판매점,196,,,,,,,,,,,,,,,,
동대문구,제기동,의류판매점,50,,,,,,,,,,,,,,,,
동대문구,전농1동,의류판매점,256,,,,,,,,,,,,,,,,
동대문구,전농2동,의류판매점,29,,,,,,,,,,,,,,,,
동대문구,답십리1동,의류판매점,74,,,,,,,,,,,,,,,,
동대문구,답십리2동,의류판매점,44,,,,,,,,,,,,,,,,
동대문구,장안1동,의류판매점,237,,,,,,,,,,,,,,,,
동대문구,장안2동,의류판매점,202,,,,,,,,,,,,,,,,
동대문구,청량리동,의류판매점,123,,,,,,,,,,,,,,,,
동대문구,회기동,의류판매점,50,,,,,,,,,,,,,,,,
동대문구,휘경1동,의류판매점,32,,,,,,,,,,,,,,,,
동대문구,휘경2동,의류판매점,19,,,,,,,,,,,,,,,,
동대문구,이문1동,의류판매점,27,,,,,,,,,,,,,,,,
동대문구,이문2동,의류판매점,15,,,,,,,,,,,,,,,,
중랑구,면목2동,의류판매점,67,,,,,,,,,,,,,,,,
중랑구,면목4동,의류판매점,23,,,,,,,,,,,,,,,,
중랑구,면목5동,의류판매점,23,,,,,,,,,,,,,,,,
중랑구,면목본동,의류판매점,86,,,,,,,,,,,,,,,,
중랑구,면목7동,의류판매점,82,,,,,,,,,,,,,,,,
중랑구,면목3.8동,의류판매점,72,,,,,,,,,,,,,,,,
중랑구,상봉1동,의류판매점,65,,,,,,,,,,,,,,,,
중랑구,상봉2동,의류판매점,97,,,,,,,,,,,,,,,,
중랑구,중화1동,의류판매점,26,,,,,,,,,,,,,,,,
중랑구,중화2동,의류판매점,70,,,,,,,,,,,,,,,,
중랑구,묵1동,의류판매점,47,,,,,,,,,,,,,,,,
중랑구,묵2동,의류판매점,37,,,,,,,,,,,,,,,,
중랑구,망우본동,의류판매점,88,,,,,,,,,,,,,,,,
중랑구,망우3동,의류판매점,22,,,,,,,,,,,,,,,,
중랑구,신내1동,의류판매점,51,,,,,,,,,,,,,,,,
중랑구,신내2동,의류판매점,46,,,,,,,,,,,,,,,,
성북구,성북동,의류판매점,45,,,,,,,,,,,,,,,,
성북구,삼선동,의류판매점,108,,,,,,,,,,,,,,,,
성북구,동선동,의류판매점,144,,,,,,,,,,,,,,,,
성북구,돈암1동,의류판매점,12,,,,,,,,,,,,,,,,
성북구,돈암2동,의류판매점,4,,,,,,,,,,,,,,,,
성북구,안암동,의류판매점,67,,,,,,,,,,,,,,,,
성북구,보문동,의류판매점,62,,,,,,,,,,,,,,,,
성북구,정릉1동,의류판매점,23,,,,,,,,,,,,,,,,
성북구,정릉2동,의류판매점,23,,,,,,,,,,,,,,,,
성북구,정릉3동,의류판매점,13,,,,,,,,,,,,,,,,
성북구,정릉4동,의류판매점,29,,,,,,,,,,,,,,,,
성북구,길음1동,의류판매점,47,,,,,,,,,,,,,,,,
성북구,길음2동,의류판매점,172,,,,,,,,,,,,,,,,
성북구,종암동,의류판매점,64,,,,,,,,,,,,,,,,
성북구,월곡1동,의류판매점,43,,,,,,,,,,,,,,,,
성북구,월곡2동,의류판매점,49,,,,,,,,,,,,,,,,
성북구,장위1동,의류판매점,27,,,,,,,,,,,,,,,,
성북구,장위2동,의류판매점,48,,,,,,,,,,,,,,,,
성북구,장위3동,의류판매점,23,,,,,,,,,,,,,,,,
성북구,석관동,의류판매점,52,,,,,,,,,,,,,,,,
강북구,삼양동,의류판매점,42,,,,,,,,,,,,,,,,
강북구,미아동,의류판매점,66,,,,,,,,,,,,,,,,
강북구,송중동,의류판매점,97,,,,,,,,,,,,,,,,
강북구,송천동,의류판매점,62,,,,,,,,,,,,,,,,
강북구,삼각산동,의류판매점,16,,,,,,,,,,,,,,,,
강북구,번1동,의류판매점,54,,,,,,,,,,,,,,,,
강북구,번2동,의류판매점,13,,,,,,,,,,,,,,,,
강북구,번3동,의류판매점,7,,,,,,,,,,,,,,,,
강북구,수유1동,의류판매점,85,,,,,,,,,,,,,,,,
강북구,수유2동,의류판매점,33,,,,,,,,,,,,,,,,
강북구,수유3동,의류판매점,103,,,,,,,,,,,,,,,,
강북구,우이동,의류판매점,52,,,,,,,,,,,,,,,,
강북구,인수동,의류판매점,52,,,,,,,,,,,,,,,,
도봉구,창1동,의류판매점,39,,,,,,,,,,,,,,,,
도봉구,창2동,의류판매점,52,,,,,,,,,,,,,,,,
도봉구,창3동,의류판매점,38,,,,,,,,,,,,,,,,
도봉구,창4동,의류판매점,32,,,,,,,,,,,,,,,,
도봉구,창5동,의류판매점,40,,,,,,,,,,,,,,,,
도봉구,도봉1동,의류판매점,47,,,,,,,,,,,,,,,,
도봉구,도봉2동,의류판매점,30,,,,,,,,,,,,,,,,
도봉구,쌍문1동,의류판매점,14,,,,,,,,,,,,,,,,
도봉구,쌍문2동,의류판매점,50,,,,,,,,,,,,,,,,
도봉구,쌍문3동,의류판매점,40,,,,,,,,,,,,,,,,
도봉구,쌍문4동,의류판매점,19,,,,,,,,,,,,,,,,
도봉구,방학1동,의류판매점,86,,,,,,,,,,,,,,,,
도봉구,방학2동,의류판매점,43,,,,,,,,,,,,,,,,
도봉구,방학3동,의류판매점,22,,,,,,,,,,,,,,,,
노원구,월계1동,의류판매점,30,,,,,,,,,,,,,,,,
노원구,월계2동,의류판매점,18,,,,,,,,,,,,,,,,
노원구,월계3동,의류판매점,32,,,,,,,,,,,,,,,,
노원구,공릉1동,의류판매점,90,,,,,,,,,,,,,,,,
노원구,공릉2동,의류판매점,32,,,,,,,,,,,,,,,,
노원구,하계1동,의류판매점,118,,,,,,,,,,,,,,,,
노원구,하계2동,의류판매점,7,,,,,,,,,,,,,,,,
노원구,중계본동,의류판매점,27,,,,,,,,,,,,,,,,
노원구,중계1동,의류판매점,24,,,,,,,,,,,,,,,,
노원구,중계4동,의류판매점,40,,,,,,,,,,,,,,,,
노원구,중계2.3동,의류판매점,244,,,,,,,,,,,,,,,,
노원구,상계1동,의류판매점,36,,,,,,,,,,,,,,,,
노원구,상계2동,의류판매점,284,,,,,,,,,,,,,,,,
노원구,상계3.4동,의류판매점,44,,,,,,,,,,,,,,,,
노원구,상계5동,의류판매점,48,,,,,,,,,,,,,,,,
노원구,상계6.7동,의류판매점,38,,,,,,,,,,,,,,,,
노원구,상계8동,의류판매점,24,,,,,,,,,,,,,,,,
노원구,상계9동,의류판매점,28,,,,,,,,,,,,,,,,
노원구,상계10동,의류판매점,17,,,,,,,,,,,,,,,,
은평구,녹번동,의류판매점,29,,,,,,,,,,,,,,,,
은평구,불광1동,의류판매점,27,,,,,,,,,,,,,,,,
은평구,불광2동,의류판매점,97,,,,,,,,,,,,,,,,
은평구,갈현1동,의류판매점,35,,,,,,,,,,,,,,,,
은평구,갈현2동,의류판매점,85,,,,,,,,,,,,,,,,
은평구,구산동,의류판매점,32,,,,,,,,,,,,,,,,
은평구,대조동,의류판매점,247,,,,,,,,,,,,,,,,
은평구,응암1동,의류판매점,60,,,,,,,,,,,,,,,,
은평구,응암2동,의류판매점,11,,,,,,,,,,,,,,,,
은평구,응암3동,의류판매점,99,,,,,,,,,,,,,,,,
은평구,역촌동,의류판매점,68,,,,,,,,,,,,,,,,
은평구,신사1동,의류판매점,49,,,,,,,,,,,,,,,,
은평구,신사2동,의류판매점,16,,,,,,,,,,,,,,,,
은평구,증산동,의류판매점,23,,,,,,,,,,,,,,,,
은평구,수색동,의류판매점,17,,,,,,,,,,,,,,,,
은평구,진관동,의류판매점,72,,,,,,,,,,,,,,,,
서대문구,천연동,의류판매점,28,,,,,,,,,,,,,,,,
서대문구,북아현동,의류판매점,27,,,,,,,,,,,,,,,,
서대문구,충현동,의류판매점,29,,,,,,,,,,,,,,,,
서대문구,신촌동,의류판매점,410,,,,,,,,,,,,,,,,
서대문구,연희동,의류판매점,91,,,,,,,,,,,,,,,,
서대문구,홍제1동,의류판매점,30,,,,,,,,,,,,,,,,
서대문구,홍제3동,의류판매점,34,,,,,,,,,,,,,,,,
서대문구,홍제2동,의류판매점,24,,,,,,,,,,,,,,,,
서대문구,홍은1동,의류판매점,33,,,,,,,,,,,,,,,,
서대문구,홍은2동,의류판매점,25,,,,,,,,,,,,,,,,
서대문구,남가좌1동,의류판매점,35,,,,,,,,,,,,,,,,
서대문구,남가좌2동,의류판매점,47,,,,,,,,,,,,,,,,
서대문구,북가좌1동,의류판매점,10,,,,,,,,,,,,,,,,
서대문구,북가좌2동,의류판매점,42,,,,,,,,,,,,,,,,
마포구,아현동,의류판매점,73,,,,,,,,,,,,,,,,
마포구,공덕동,의류판매점,38,,,,,,,,,,,,,,,,
마포구,도화동,의류판매점,41,,,,,,,,,,,,,,,,
마포구,용강동,의류판매점,47,,,,,,,,,,,,,,,,
마포구,대흥동,의류판매점,24,,,,,,,,,,,,,,,,
마포구,염리동,의류판매점,19,,,,,,,,,,,,,,,,
마포구,신수동,의류판매점,19,,,,,,,,,,,,,,,,
마포구,서강동,의류판매점,79,,,,,,,,,,,,,,,,
마포구,서교동,의류판매점,625,,,,,,,,,,,,,,,,
마포구,합정동,의류판매점,71,,,,,,,,,,,,,,,,
마포구,망원1동,의류판매점,68,,,,,,,,,,,,,,,,
마포구,망원2동,의류판매점,49,,,,,,,,,,,,,,,,
마포구,연남동,의류판매점,87,,,,,,,,,,,,,,,,
마포구,성산1동,의류판매점,44,,,,,,,,,,,,,,,,
마포구,성산2동,의류판매점,107,,,,,,,,,,,,,,,,
마포구,상암동,의류판매점,22,,,,,,,,,,,,,,,,
양천구,목1동,의류판매점,280,,,,,,,,,,,,,,,,
양천구,목2동,의류판매점,36,,,,,,,,,,,,,,,,
양천구,목3동,의류판매점,59,,,,,,,,,,,,,,,,
양천구,목4동,의류판매점,42,,,,,,,,,,,,,,,,
양천구,목5동,의류판매점,58,,,,,,,,,,,,,,,,
양천구,신월1동,의류판매점,63,,,,,,,,,,,,,,,,
양천구,신월2동,의류판매점,18,,,,,,,,,,,,,,,,
양천구,신월3동,의류판매점,35,,,,,,,,,,,,,,,,
양천구,신월4동,의류판매점,22,,,,,,,,,,,,,,,,
양천구,신월5동,의류판매점,31,,,,,,,,,,,,,,,,
양천구,신월6동,의류판매점,21,,,,,,,,,,,,,,,,
양천구,신월7동,의류판매점,29,,,,,,,,,,,,,,,,
양천구,신정1동,의류판매점,43,,,,,,,,,,,,,,,,
양천구,신정2동,의류판매점,35,,,,,,,,,,,,,,,,
양천구,신정3동,의류판매점,53,,,,,,,,,,,,,,,,
양천구,신정4동,의류판매점,112,,,,,,,,,,,,,,,,
양천구,신정6동,의류판매점,17,,,,,,,,,,,,,,,,
양천구,신정7동,의류판매점,15,,,,,,,,,,,,,,,,
강서구,염창동,의류판매점,50,,,,,,,,,,,,,,,,
강서구,등촌1동,의류판매점,60,,,,,,,,,,,,,,,,
강서구,등촌2동,의류판매점,34,,,,,,,,,,,,,,,,
강서구,등촌3동,의류판매점,202,,,,,,,,,,,,,,,,
강서구,화곡1동,의류판매점,109,,,,,,,,,,,,,,,,
강서구,화곡2동,의류판매점,32,,,,,,,,,,,,,,,,
강서구,화곡3동,의류판매점,37,,,,,,,,,,,,,,,,
강서구,화곡4동,의류판매점,64,,,,,,,,,,,,,,,,
강서구,화곡본동,의류판매점,49,,,,,,,,,,,,,,,,
강서구,화곡6동,의류판매점,43,,,,,,,,,,,,,,,,
강서구,화곡8동,의류판매점,56,,,,,,,,,,,,,,,,
강서구,가양1동,의류판매점,53,,,,,,,,,,,,,,,,
강서구,가양2동,의류판매점,30,,,,,,,,,,,,,,,,
강서구,가양3동,의류판매점,33,,,,,,,,,,,,,,,,
강서구,발산1동,의류판매점,57,,,,,,,,,,,,,,,,
강서구,우장산동,의류판매점,50,,,,,,,,,,,,,,,,
강서구,공항동,의류판매점,57,,,,,,,,,,,,,,,,
강서구,방화1동,의류판매점,72,,,,,,,,,,,,,,,,
강서구,방화2동,의류판매점,223,,,,,,,,,,,,,,,,
강서구,방화3동,의류판매점,46,,,,,,,,,,,,,,,,
구로구,신도림동,의류판매점,118,,,,,,,,,,,,,,,,
구로구,구로1동,의류판매점,14,,,,,,,,,,,,,,,,
구로구,구로2동,의류판매점,86,,,,,,,,,,,,,,,,
구로구,구로3동,의류판매점,128,,,,,,,,,,,,,,,,
구로구,구로4동,의류판매점,88,,,,,,,,,,,,,,,,
구로구,구로5동,의류판매점,237,,,,,,,,,,,,,,,,
구로구,가리봉동,의류판매점,23,,,,,,,,,,,,,,,,
구로구,고척1동,의류판매점,96,,,,,,,,,,,,,,,,
구로구,고척2동,의류판매점,60,,,,,,,,,,,,,,,,
구로구,개봉1동,의류판매점,40,,,,,,,,,,,,,,,,
구로구,개봉2동,의류판매점,38,,,,,,,,,,,,,,,,
구로구,개봉3동,의류판매점,34,,,,,,,,,,,,,,,,
구로구,오류1동,의류판매점,45,,,,,,,,,,,,,,,,
구로구,오류2동,의류판매점,20,,,,,,,,,,,,,,,,
구로구,수궁동,의류판매점,19,,,,,,,,,,,,,,,,
금천구,가산동,의류판매점,830,,,,,,,,,,,,,,,,
금천구,독산1동,의류판매점,87,,,,,,,,,,,,,,,,
금천구,독산2동,의류판매점,34,,,,,,,,,,,,,,,,
금천구,독산3동,의류판매점,69,,,,,,,,,,,,,,,,
금천구,독산4동,의류판매점,23,,,,,,,,,,,,,,,,
금천구,시흥1동,의류판매점,136,,,,,,,,,,,,,,,,
금천구,시흥2동,의류판매점,11,,,,,,,,,,,,,,,,
금천구,시흥3동,의류판매점,16,,,,,,,,,,,,,,,,
금천구,시흥4동,의류판매점,19,,,,,,,,,,,,,,,,
금천구,시흥5동,의류판매점,37,,,,,,,,,,,,,,,,
영등포구,영등포본동,의류판매점,328,,,,,,,,,,,,,,,,
영등포구,영등포동,의류판매점,376,,,,,,,,,,,,,,,,
영등포구,여의동,의류판매점,173,,,,,,,,,,,,,,,,
영등포구,당산1동,의류판매점,35,,,,,,,,,,,,,,,,
영등포구,당산2동,의류판매점,62,,,,,,,,,,,,,,,,
영등포구,도림동,의류판매점,20,,,,,,,,,,,,,,,,
영등포구,문래동,의류판매점,68,,,,,,,,,,,,,,,,
영등포구,양평1동,의류판매점,35,,,,,,,,,,,,,,,,
영등포구,양평2동,의류판매점,43,,,,,,,,,,,,,,,,
영등포구,신길1동,의류판매점,43,,,,,,,,,,,,,,,,
영등포구,신길3동,의류판매점,30,,,,,,,,,,,,,,,,
영등포구,신길4동,의류판매점,13,,,,,,,,,,,,,,,,
영등포구,신길5동,의류판매점,13,,,,,,,,,,,,,,,,
영등포구,신길6동,의류판매점,31,,,,,,,,,,,,,,,,
영등포구,신길7동,의류판매점,11,,,,,,,,,,,,,,,,
영등포구,대림1동,의류판매점,43,,,,,,,,,,,,,,,,
영등포구,대림2동,의류판매점,41,,,,,,,,,,,,,,,,
영등포구,대림3동,의류판매점,40,,,,,,,,,,,,,,,,
동작구,노량진1동,의류판매점,29,,,,,,,,,,,,,,,,
동작구,노량진2동,의류판매점,25,,,,,,,,,,,,,,,,
동작구,상도1동,의류판매점,49,,,,,,,,,,,,,,,,
동작구,상도2동,의류판매점,57,,,,,,,,,,,,,,,,
동작구,상도3동,의류판매점,42,,,,,,,,,,,,,,,,
동작구,상도4동,의류판매점,29,,,,,,,,,,,,,,,,
동작구,흑석동,의류판매점,47,,,,,,,,,,,,,,,,
동작구,사당1동,의류판매점,53,,,,,,,,,,,,,,,,
동작구,사당2동,의류판매점,79,,,,,,,,,,,,,,,,
동작구,사당3동,의류판매점,23,,,,,,,,,,,,,,,,
동작구,사당4동,의류판매점,35,,,,,,,,,,,,,,,,
동작구,사당5동,의류판매점,21,,,,,,,,,,,,,,,,
동작구,대방동,의류판매점,35,,,,,,,,,,,,,,,,
동작구,신대방1동,의류판매점,37,,,,,,,,,,,,,,,,
동작구,신대방2동,의류판매점,27,,,,,,,,,,,,,,,,
관악구,보라매동,의류판매점,176,,,,,,,,,,,,,,,,
관악구,청림동,의류판매점,5,,,,,,,,,,,,,,,,
관악구,성현동,의류판매점,14,,,,,,,,,,,,,,,,
관악구,행운동,의류판매점,68,,,,,,,,,,,,,,,,
관악구,낙성대동,의류판매점,14,,,,,,,,,,,,,,,,
관악구,청룡동,의류판매점,101,,,,,,,,,,,,,,,,
관악구,은천동,의류판매점,31,,,,,,,,,,,,,,,,
관악구,중앙동,의류판매점,23,,,,,,,,,,,,,,,,
관악구,인헌동,의류판매점,48,,,,,,,,,,,,,,,,
관악구,남현동,의류판매점,29,,,,,,,,,,,,,,,,
관악구,서원동,의류판매점,110,,,,,,,,,,,,,,,,
관악구,신원동,의류판매점,29,,,,,,,,,,,,,,,,
관악구,서림동,의류판매점,17,,,,,,,,,,,,,,,,
관악구,신사동,의류판매점,39,,,,,,,,,,,,,,,,
관악구,신림동,의류판매점,114,,,,,,,,,,,,,,,,
관악구,난향동,의류판매점,4,,,,,,,,,,,,,,,,
관악구,조원동,의류판매점,59,,,,,,,,,,,,,,,,
관악구,대학동,의류판매점,12,,,,,,,,,,,,,,,,
관악구,삼성동,의류판매점,31,,,,,,,,,,,,,,,,
관악구,미성동,의류판매점,67,,,,,,,,,,,,,,,,
관악구,난곡동,의류판매점,28,,,,,,,,,,,,,,,,
서초구,서초1동,의류판매점,59,,,,,,,,,,,,,,,,
서초구,서초2동,의류판매점,95,,,,,,,,,,,,,,,,
서초구,서초3동,의류판매점,138,,,,,,,,,,,,,,,,
서초구,서초4동,의류판매점,85,,,,,,,,,,,,,,,,
서초구,잠원동,의류판매점,45,,,,,,,,,,,,,,,,
서초구,반포본동,의류판매점,72,,,,,,,,,,,,,,,,
서초구,반포1동,의류판매점,92,,,,,,,,,,,,,,,,
서초구,반포2동,의류판매점,12,,,,,,,,,,,,,,,,
서초구,반포3동,의류판매점,110,,,,,,,,,,,,,,,,
서초구,반포4동,의류판매점,620,,,,,,,,,,,,,,,,
서초구,방배본동,의류판매점,76,,,,,,,,,,,,,,,,
서초구,방배1동,의류판매점,57,,,,,,,,,,,,,,,,
서초구,방배2동,의류판매점,54,,,,,,,,,,,,,,,,
서초구,방배3동,의류판매점,27,,,,,,,,,,,,,,,,
서초구,방배4동,의류판매점,71,,,,,,,,,,,,,,,,
서초구,양재1동,의류판매점,108,,,,,,,,,,,,,,,,
서초구,양재2동,의류판매점,172,,,,,,,,,,,,,,,,
서초구,내곡동,의류판매점,22,,,,,,,,,,,,,,,,
강남구,신사동,의류판매점,507,,,,,,,,,,,,,,,,
강남구,논현1동,의류판매점,223,,,,,,,,,,,,,,,,
강남구,논현2동,의류판매점,196,,,,,,,,,,,,,,,,
강남구,압구정동,의류판매점,557,,,,,,,,,,,,,,,,
강남구,청담동,의류판매점,378,,,,,,,,,,,,,,,,
강남구,삼성1동,의류판매점,354,,,,,,,,,,,,,,,,
강남구,삼성2동,의류판매점,104,,,,,,,,,,,,,,,,
강남구,대치1동,의류판매점,29,,,,,,,,,,,,,,,,
강남구,대치2동,의류판매점,223,,,,,,,,,,,,,,,,
강남구,대치4동,의류판매점,187,,,,,,,,,,,,,,,,
강남구,역삼1동,의류판매점,444,,,,,,,,,,,,,,,,
강남구,역삼2동,의류판매점,71,,,,,,,,,,,,,,,,
강남구,도곡1동,의류판매점,56,,,,,,,,,,,,,,,,
강남구,도곡2동,의류판매점,83,,,,,,,,,,,,,,,,
강남구,개포1동,의류판매점,11,,,,,,,,,,,,,,,,
강남구,개포2동,의류판매점,16,,,,,,,,,,,,,,,,
강남구,개포4동,의류판매점,99,,,,,,,,,,,,,,,,
강남구,세곡동,의류판매점,17,,,,,,,,,,,,,,,,
강남구,일원본동,의류판매점,14,,,,,,,,,,,,,,,,
강남구,일원1동,의류판매점,17,,,,,,,,,,,,,,,,
강남구,일원2동,의류판매점,19,,,,,,,,,,,,,,,,
강남구,수서동,의류판매점,32,,,,,,,,,,,,,,,,
송파구,풍납1동,의류판매점,22,,,,,,,,,,,,,,,,
송파구,풍납2동,의류판매점,31,,,,,,,,,,,,,,,,
송파구,거여1동,의류판매점,20,,,,,,,,,,,,,,,,
송파구,거여2동,의류판매점,18,,,,,,,,,,,,,,,,
송파구,마천1동,의류판매점,20,,,,,,,,,,,,,,,,
송파구,마천2동,의류판매점,80,,,,,,,,,,,,,,,,
송파구,방이1동,의류판매점,48,,,,,,,,,,,,,,,,
송파구,방이2동,의류판매점,73,,,,,,,,,,,,,,,,
송파구,오륜동,의류판매점,66,,,,,,,,,,,,,,,,
송파구,오금동,의류판매점,52,,,,,,,,,,,,,,,,
송파구,송파1동,의류판매점,66,,,,,,,,,,,,,,,,
송파구,송파2동,의류판매점,46,,,,,,,,,,,,,,,,
송파구,석촌동,의류판매점,84,,,,,,,,,,,,,,,,
송파구,삼전동,의류판매점,51,,,,,,,,,,,,,,,,
송파구,가락본동,의류판매점,103,,,,,,,,,,,,,,,,
송파구,가락1동,의류판매점,16,,,,,,,,,,,,,,,,
송파구,가락2동,의류판매점,70,,,,,,,,,,,,,,,,
송파구,문정1동,의류판매점,124,,,,,,,,,,,,,,,,
송파구,문정2동,의류판매점,366,,,,,,,,,,,,,,,,
송파구,장지동,의류판매점,23,,,,,,,,,,,,,,,,
송파구,위례동,의류판매점,21,,,,,,,,,,,,,,,,
송파구,잠실본동,의류판매점,74,,,,,,,,,,,,,,,,
송파구,잠실2동,의류판매점,90,,,,,,,,,,,,,,,,
송파구,잠실3동,의류판매점,424,,,,,,,,,,,,,,,,
송파구,잠실4동,의류판매점,19,,,,,,,,,,,,,,,,
송파구,잠실6동,의류판매점,174,,,,,,,,,,,,,,,,
송파구,잠실7동,의류판매점,18,,,,,,,,,,,,,,,,
강동구,강일동,의류판매점,7,,,,,,,,,,,,,,,,
강동구,상일동,의류판매점,12,,,,,,,,,,,,,,,,
강동구,명일1동,의류판매점,109,,,,,,,,,,,,,,,,
강동구,명일2동,의류판매점,75,,,,,,,,,,,,,,,,
강동구,고덕1동,의류판매점,12,,,,,,,,,,,,,,,,
강동구,고덕2동,의류판매점,14,,,,,,,,,,,,,,,,
강동구,암사1동,의류판매점,67,,,,,,,,,,,,,,,,
강동구,암사2동,의류판매점,17,,,,,,,,,,,,,,,,
강동구,암사3동,의류판매점,17,,,,,,,,,,,,,,,,
강동구,천호1동,의류판매점,61,,,,,,,,,,,,,,,,
강동구,천호2동,의류판매점,336,,,,,,,,,,,,,,,,
강동구,천호3동,의류판매점,138,,,,,,,,,,,,,,,,
강동구,성내1동,의류판매점,40,,,,,,,,,,,,,,,,
강동구,성내2동,의류판매점,46,,,,,,,,,,,,,,,,
강동구,성내3동,의류판매점,80,,,,,,,,,,,,,,,,
강동구,길동,의류판매점,94,,,,,,,,,,,,,,,,
강동구,둔촌1동,의류판매점,22,,,,,,,,,,,,,,,,
강동구,둔촌2동,의류판매점,39,,,,,,,,,,,,,,,,
종로구,청운효자동,미용실,16,,,,,,,,,,,,,,,,
종로구,사직동,미용실,26,,,,,,,,,,,,,,,,
종로구,삼청동,미용실,0,,,,,,,,,,,,,,,,
종로구,부암동,미용실,9,,,,,,,,,,,,,,,,
종로구,평창동,미용실,21,,,,,,,,,,,,,,,,
종로구,무악동,미용실,9,,,,,,,,,,,,,,,,
종로구,교남동,미용실,13,,,,,,,,,,,,,,,,
종로구,가회동,미용실,7,,,,,,,,,,,,,,,,
종로구,종로1.2.3.4가동,미용실,39,,,,,,,,,,,,,,,,
종로구,종로5.6가동,미용실,21,,,,,,,,,,,,,,,,
종로구,이화동,미용실,9,,,,,,,,,,,,,,,,
종로구,혜화동,미용실,34,,,,,,,,,,,,,,,,
종로구,창신1동,미용실,11,,,,,,,,,,,,,,,,
종로구,창신2동,미용실,17,,,,,,,,,,,,,,,,
종로구,창신3동,미용실,9,,,,,,,,,,,,,,,,
종로구,숭인1동,미용실,13,,,,,,,,,,,,,,,,
종로구,숭인2동,미용실,19,,,,,,,,,,,,,,,,
중구,소공동,미용실,23,,,,,,,,,,,,,,,,
중구,회현동,미용실,23,,,,,,,,,,,,,,,,
중구,명동,미용실,62,,,,,,,,,,,,,,,,
중구,필동,미용실,13,,,,,,,,,,,,,,,,
중구,장충동,미용실,9,,,,,,,,,,,,,,,,
중구,광희동,미용실,20,,,,,,,,,,,,,,,,
중구,을지로동,미용실,11,,,,,,,,,,,,,,,,
중구,신당동,미용실,25,,,,,,,,,,,,,,,,
중구,다산동,미용실,20,,,,,,,,,,,,,,,,
중구,약수동,미용실,41,,,,,,,,,,,,,,,,
