지역구,지역동,업종,점포수,,,,,,,,,,,,,,,,
강동구,성내1동,커피전문점,67,,,,,,,,,,,,,,,,
강동구,성내2동,커피전문점,56,,,,,,,,,,,,,,,,
강동구,성내3동,커피전문점,81,,,,,,,,,,,,,,,,
강동구,길동,커피전문점,78,,,,,,,,,,,,,,,,
강동구,둔촌1동,커피전문점,1,,,,,,,,,,,,,,,,
강동구,둔촌2동,커피전문점,48,,,,,,,,,,,,,,,,
종로구,청운효자동,주점,13,,,,,,,,,,,,,,,,
종로구,사직동,주점,74,,,,,,,,,,,,,,,,
종로구,삼청동,주점,4,,,,,,,,,,,,,,,,
종로구,부암동,주점,8,,,,,,,,,,,,,,,,
종로구,평창동,주점,25,,,,,,,,,,,,,,,,
종로구,무악동,주점,0,,,,,,,,,,,,,,,,
종로구,교남동,주점,2,,,,,,,,,,,,,,,,
종로구,가회동,주점,11,,,,,,,,,,,,,,,,
종로구,종로1.2.3.4가동,주점,273,,,,,,,,,,,,,,,,
종로구,종로5.6가동,주점,38,,,,,,,,,,,,,,,,
종로구,이화동,주점,29,,,,,,,,,,,,,,,,
종로구,혜화동,주점,79,,,,,,,,,,,,,,,,
종로구,창신1동,주점,23,,,,,,,,,,,,,,,,
종로구,창신2동,주점,14,,,,,,,,,,,,,,,,
종로구,창신3동,주점,2,,,,,,,,,,,,,,,,
종로구,숭인1동,주점,4,,,,,,,,,,,,,,,,
종로구,숭인2동,주점,31,,,,,,,,,,,,,,,,
중구,소공동,주점,35,,,,,,,,,,,,,,,,
중구,회현동,주점,25,,,,,,,,,,,,,,,,
중구,명동,주점,74,,,,,,,,,,,,,,,,
중구,필동,주점,57,,,,,,,,,,,,,,,,
중구,장충동,주점,7,,,,,,,,,,,,,,,,
중구,광희동,주점,61,,,,,,,,,,,,,,,,
중구,을지로동,주점,69,,,,,,,,,,,,,,,,
중구,신당동,주점,27,,,,,,,,,,,,,,,,
중구,다산동,주점,27,,,,,,,,,,,,,,,,
중구,약수동,주점,15,,,,,,,,,,,,,,,,
중구,청구동,주점,11,,,,,,,,,,,,,,,,
중구,신당5동,주점,42,,,,,,,,,,,,,,,,
중구,동화동,주점,10,,,,,,,,,,,,,,,,
중구,황학동,주점,17,,,,,,,,,,,,,,,,
중구,중림동,주점,23,,,,,,,,,,,,,,,,
용산구,후암동,주점,11,,,,,,,,,,,,,,,,
용산구,용산2가동,주점,23,,,,,,,,,,,,,,,,
용산구,남영동,주점,44,,,,,,,,,,,,,,,,
용산구,청파동,주점,37,,,,,,,,,,,,,,,,
용산구,원효로1동,주점,38,,,,,,,,,,,,,,,,
용산구,원효로2동,주점,10,,,,,,,,,,,,,,,,
용산구,효창동,주점,2,,,,,,,,,,,,,,,,
용산구,용문동,주점,14,,,,,,,,,,,,,,,,
용산구,한강로동,주점,48,,,,,,,,,,,,,,,,
용산구,이촌1동,주점,15,,,,,,,,,,,,,,,,
용산구,이촌2동,주점,2,,,,,,,,,,,,,,,,
용산구,이태원1동,주점,112,,,,,,,,,,,,,,,,
용산구,이태원2동,주점,43,,,,,,,,,,,,,,,,
용산구,한남동,주점,63,,,,,,,,,,,,,,,,
용산구,서빙고동,주점,0,,,,,,,,,,,,,,,,
용산구,보광동,주점,24,,,,,,,,,,,,,,,,
성동구,왕십리2동,주점,10,,,,,,,,,,,,,,,,
성동구,왕십리도선동,주점,44,,,,,,,,,,,,,,,,
성동구,마장동,주점,24,,,,,,,,,,,,,,,,
성동구,사근동,주점,51,,,,,,,,,,,,,,,,
성동구,행당1동,주점,20,,,,,,,,,,,,,,,,
성동구,행당2동,주점,1,,,,,,,,,,,,,,,,
성동구,응봉동,주점,3,,,,,,,,,,,,,,,,
성동구,금호1가동,주점,6,,,,,,,,,,,,,,,,
성동구,금호2.3가동,주점,20,,,,,,,,,,,,,,,,
성동구,금호4가동,주점,18,,,,,,,,,,,,,,,,
성동구,옥수동,주점,6,,,,,,,,,,,,,,,,
성동구,성수1가1동,주점,13,,,,,,,,,,,,,,,,
성동구,성수1가2동,주점,21,,,,,,,,,,,,,,,,
성동구,성수2가1동,주점,40,,,,,,,,,,,,,,,,
성동구,성수2가3동,주점,25,,,,,,,,,,,,,,,,
성동구,송정동,주점,6,,,,,,,,,,,,,,,,
성동구,용답동,주점,23,,,,,,,,,,,,,,,,
광진구,화양동,주점,208,,,,,,,,,,,,,,,,
광진구,군자동,주점,47,,,,,,,,,,,,,,,,
광진구,중곡1동,주점,44,,,,,,,,,,,,,,,,
광진구,중곡2동,주점,33,,,,,,,,,,,,,,,,
광진구,중곡3동,주점,46,,,,,,,,,,,,,,,,
광진구,중곡4동,주점,35,,,,,,,,,,,,,,,,
광진구,능동,주점,23,,,,,,,,,,,,,,,,
광진구,광장동,주점,15,,,,,,,,,,,,,,,,
광진구,자양1동,주점,21,,,,,,,,,,,,,,,,
광진구,자양2동,주점,28,,,,,,,,,,,,,,,,
광진구,자양3동,주점,17,,,,,,,,,,,,,,,,
광진구,자양4동,주점,38,,,,,,,,,,,,,,,,
광진구,구의1동,주점,58,,,,,,,,,,,,,,,,
광진구,구의2동,주점,22,,,,,,,,,,,,,,,,
광진구,구의3동,주점,24,,,,,,,,,,,,,,,,
동대문구,용신동,주점,57,,,,,,,,,,,,,,,,
동대문구,제기동,주점,57,,,,,,,,,,,,,,,,
동대문구,전농1동,주점,43,,,,,,,,,,,,,,,,
동대문구,전농2동,주점,17,,,,,,,,,,,,,,,,
동대문구,답십리1동,주점,24,,,,,,,,,,,,,,,,
동대문구,답십리2동,주점,25,,,,,,,,,,,,,,,,
동대문구,장안1동,주점,77,,,,,,,,,,,,,,,,
동대문구,장안2동,주점,60,,,,,,,,,,,,,,,,
동대문구,청량리동,주점,33,,,,,,,,,,,,,,,,
동대문구,회기동,주점,54,,,,,,,,,,,,,,,,
동대문구,휘경1동,주점,21,,,,,,,,,,,,,,,,
동대문구,휘경2동,주점,6,,,,,,,,,,,,,,,,
동대문구,이문1동,주점,50,,,,,,,,,,,,,,,,
동대문구,이문2동,주점,14,,,,,,,,,,,,,,,,
중랑구,면목2동,주점,32,,,,,,,,,,,,,,,,
중랑구,면목4동,주점,22,,,,,,,,,,,,,,,,
중랑구,면목5동,주점,12,,,,,,,,,,,,,,,,
중랑구,면목본동,주점,65,,,,,,,,,,,,,,,,
중랑구,면목7동,주점,32,,,,,,,,,,,,,,,,
중랑구,면목3.8동,주점,66,,,,,,,,,,,,,,,,
중랑구,상봉1동,주점,10,,,,,,,,,,,,,,,,
중랑구,상봉2동,주점,83,,,,,,,,,,,,,,,,
중랑구,중화1동,주점,8,,,,,,,,,,,,,,,,
중랑구,중화2동,주점,71,,,,,,,,,,,,,,,,
중랑구,묵1동,주점,28,,,,,,,,,,,,,,,,
중랑구,묵2동,주점,42,,,,,,,,,,,,,,,,
중랑구,망우본동,주점,77,,,,,,,,,,,,,,,,
중랑구,망우3동,주점,13,,,,,,,,,,,,,,,,
중랑구,신내1동,주점,26,,,,,,,,,,,,,,,,
중랑구,신내2동,주점,16,,,,,,,,,,,,,,,,
성북구,성북동,주점,14,,,,,,,,,,,,,,,,
성북구,삼선동,주점,66,,,,,,,,,,,,,,,,
성북구,동선동,주점,69,,,,,,,,,,,,,,,,
성북구,돈암1동,주점,5,,,,,,,,,,,,,,,,
성북구,돈암2동,주점,0,,,,,,,,,,,,,,,,
성북구,안암동,주점,53,,,,,,,,,,,,,,,,
성북구,보문동,주점,16,,,,,,,,,,,,,,,,
성북구,정릉1동,주점,12,,,,,,,,,,,,,,,,
성북구,정릉2동,주점,16,,,,,,,,,,,,,,,,
성북구,정릉3동,주점,22,,,,,,,,,,,,,,,,
성북구,정릉4동,주점,19,,,,,,,,,,,,,,,,
성북구,길음1동,주점,25,,,,,,,,,,,,,,,,
성북구,길음2동,주점,10,,,,,,,,,,,,,,,,
성북구,종암동,주점,35,,,,,,,,,,,,,,,,
성북구,월곡1동,주점,15,,,,,,,,,,,,,,,,
성북구,월곡2동,주점,27,,,,,,,,,,,,,,,,
성북구,장위1동,주점,28,,,,,,,,,,,,,,,,
성북구,장위2동,주점,38,,,,,,,,,,,,,,,,
성북구,장위3동,주점,10,,,,,,,,,,,,,,,,
성북구,석관동,주점,58,,,,,,,,,,,,,,,,
강북구,삼양동,주점,22,,,,,,,,,,,,,,,,
강북구,미아동,주점,59,,,,,,,,,,,,,,,,
강북구,송중동,주점,88,,,,,,,,,,,,,,,,
강북구,송천동,주점,62,,,,,,,,,,,,,,,,
강북구,삼각산동,주점,16,,,,,,,,,,,,,,,,
강북구,번1동,주점,57,,,,,,,,,,,,,,,,
강북구,번2동,주점,12,,,,,,,,,,,,,,,,
강북구,번3동,주점,8,,,,,,,,,,,,,,,,
강북구,수유1동,주점,25,,,,,,,,,,,,,,,,
강북구,수유2동,주점,28,,,,,,,,,,,,,,,,
강북구,수유3동,주점,158,,,,,,,,,,,,,,,,
강북구,우이동,주점,45,,,,,,,,,,,,,,,,
강북구,인수동,주점,26,,,,,,,,,,,,,,,,
도봉구,창1동,주점,15,,,,,,,,,,,,,,,,
도봉구,창2동,주점,14,,,,,,,,,,,,,,,,
도봉구,창3동,주점,35,,,,,,,,,,,,,,,,
도봉구,창4동,주점,33,,,,,,,,,,,,,,,,
도봉구,창5동,주점,24,,,,,,,,,,,,,,,,
도봉구,도봉1동,주점,47,,,,,,,,,,,,,,,,
도봉구,도봉2동,주점,34,,,,,,,,,,,,,,,,
도봉구,쌍문1동,주점,8,,,,,,,,,,,,,,,,
도봉구,쌍문2동,주점,17,,,,,,,,,,,,,,,,
도봉구,쌍문3동,주점,16,,,,,,,,,,,,,,,,
도봉구,쌍문4동,주점,5,,,,,,,,,,,,,,,,
도봉구,방학1동,주점,81,,,,,,,,,,,,,,,,
도봉구,방학2동,주점,11,,,,,,,,,,,,,,,,
도봉구,방학3동,주점,4,,,,,,,,,,,,,,,,
노원구,월계1동,주점,34,,,,,,,,,,,,,,,,
노원구,월계2동,주점,6,,,,,,,,,,,,,,,,
노원구,월계3동,주점,1,,,,,,,,,,,,,,,,
노원구,공릉1동,주점,52,,,,,,,,,,,,,,,,
노원구,공릉2동,주점,24,,,,,,,,,,,,,,,,
노원구,하계1동,주점,14,,,,,,,,,,,,,,,,
노원구,하계2동,주점,3,,,,,,,,,,,,,,,,
노원구,중계본동,주점,17,,,,,,,,,,,,,,,,
노원구,중계1동,주점,9,,,,,,,,,,,,,,,,
노원구,중계4동,주점,29,,,,,,,,,,,,,,,,
노원구,중계2.3동,주점,14,,,,,,,,,,,,,,,,
노원구,상계1동,주점,50,,,,,,,,,,,,,,,,
노원구,상계2동,주점,102,,,,,,,,,,,,,,,,
노원구,상계3.4동,주점,35,,,,,,,,,,,,,,,,
노원구,상계5동,주점,28,,,,,,,,,,,,,,,,
노원구,상계6.7동,주점,20,,,,,,,,,,,,,,,,
노원구,상계8동,주점,4,,,,,,,,,,,,,,,,
노원구,상계9동,주점,3,,,,,,,,,,,,,,,,
노원구,상계10동,주점,2,,,,,,,,,,,,,,,,
은평구,녹번동,주점,28,,,,,,,,,,,,,,,,
은평구,불광1동,주점,25,,,,,,,,,,,,,,,,
은평구,불광2동,주점,38,,,,,,,,,,,,,,,,
은평구,갈현1동,주점,76,,,,,,,,,,,,,,,,
은평구,갈현2동,주점,52,,,,,,,,,,,,,,,,
은평구,구산동,주점,8,,,,,,,,,,,,,,,,
은평구,대조동,주점,63,,,,,,,,,,,,,,,,
은평구,응암1동,주점,33,,,,,,,,,,,,,,,,
은평구,응암2동,주점,8,,,,,,,,,,,,,,,,
은평구,응암3동,주점,67,,,,,,,,,,,,,,,,
은평구,역촌동,주점,64,,,,,,,,,,,,,,,,
은평구,신사1동,주점,19,,,,,,,,,,,,,,,,
은평구,신사2동,주점,7,,,,,,,,,,,,,,,,
은평구,증산동,주점,20,,,,,,,,,,,,,,,,
은평구,수색동,주점,26,,,,,,,,,,,,,,,,
은평구,진관동,주점,13,,,,,,,,,,,,,,,,
서대문구,천연동,주점,22,,,,,,,,,,,,,,,,
서대문구,북아현동,주점,18,,,,,,,,,,,,,,,,
서대문구,충현동,주점,43,,,,,,,,,,,,,,,,
서대문구,신촌동,주점,206,,,,,,,,,,,,,,,,
서대문구,연희동,주점,44,,,,,,,,,,,,,,,,
서대문구,홍제1동,주점,20,,,,,,,,,,,,,,,,
서대문구,홍제3동,주점,32,,,,,,,,,,,,,,,,
서대문구,홍제2동,주점,10,,,,,,,,,,,,,,,,
서대문구,홍은1동,주점,25,,,,,,,,,,,,,,,,
서대문구,홍은2동,주점,27,,,,,,,,,,,,,,,,
서대문구,남가좌1동,주점,19,,,,,,,,,,,,,,,,
서대문구,남가좌2동,주점,28,,,,,,,,,,,,,,,,
서대문구,북가좌1동,주점,7,,,,,,,,,,,,,,,,
서대문구,북가좌2동,주점,36,,,,,,,,,,,,,,,,
마포구,아현동,주점,45,,,,,,,,,,,,,,,,
마포구,공덕동,주점,37,,,,,,,,,,,,,,,,
마포구,도화동,주점,57,,,,,,,,,,,,,,,,
마포구,용강동,주점,43,,,,,,,,,,,,,,,,
마포구,대흥동,주점,30,,,,,,,,,,,,,,,,
마포구,염리동,주점,20,,,,,,,,,,,,,,,,
마포구,신수동,주점,14,,,,,,,,,,,,,,,,
마포구,서강동,주점,49,,,,,,,,,,,,,,,,
마포구,서교동,주점,411,,,,,,,,,,,,,,,,
마포구,합정동,주점,69,,,,,,,,,,,,,,,,
마포구,망원1동,주점,41,,,,,,,,,,,,,,,,
마포구,망원2동,주점,21,,,,,,,,,,,,,,,,
마포구,연남동,주점,94,,,,,,,,,,,,,,,,
마포구,성산1동,주점,14,,,,,,,,,,,,,,,,
마포구,성산2동,주점,25,,,,,,,,,,,,,,,,
마포구,상암동,주점,42,,,,,,,,,,,,,,,,
양천구,목1동,주점,50,,,,,,,,,,,,,,,,
양천구,목2동,주점,25,,,,,,,,,,,,,,,,
양천구,목3동,주점,42,,,,,,,,,,,,,,,,
양천구,목4동,주점,32,,,,,,,,,,,,,,,,
양천구,목5동,주점,13,,,,,,,,,,,,,,,,
양천구,신월1동,주점,66,,,,,,,,,,,,,,,,
양천구,신월2동,주점,11,,,,,,,,,,,,,,,,
양천구,신월3동,주점,15,,,,,,,,,,,,,,,,
양천구,신월4동,주점,38,,,,,,,,,,,,,,,,
양천구,신월5동,주점,22,,,,,,,,,,,,,,,,
양천구,신월6동,주점,13,,,,,,,,,,,,,,,,
양천구,신월7동,주점,20,,,,,,,,,,,,,,,,
양천구,신정1동,주점,26,,,,,,,,,,,,,,,,
양천구,신정2동,주점,9,,,,,,,,,,,,,,,,
양천구,신정3동,주점,35,,,,,,,,,,,,,,,,
양천구,신정4동,주점,75,,,,,,,,,,,,,,,,
양천구,신정6동,주점,2,,,,,,,,,,,,,,,,
양천구,신정7동,주점,12,,,,,,,,,,,,,,,,
강서구,염창동,주점,25,,,,,,,,,,,,,,,,
강서구,등촌1동,주점,28,,,,,,,,,,,,,,,,
강서구,등촌2동,주점,9,,,,,,,,,,,,,,,,
강서구,등촌3동,주점,30,,,,,,,,,,,,,,,,
강서구,화곡1동,주점,119,,,,,,,,,,,,,,,,
강서구,화곡2동,주점,14,,,,,,,,,,,,,,,,
강서구,화곡3동,주점,38,,,,,,,,,,,,,,,,
강서구,화곡4동,주점,38,,,,,,,,,,,,,,,,
강서구,화곡본동,주점,50,,,,,,,,,,,,,,,,
강서구,화곡6동,주점,96,,,,,,,,,,,,,,,,
강서구,화곡8동,주점,21,,,,,,,,,,,,,,,,
강서구,가양1동,주점,98,,,,,,,,,,,,,,,,
강서구,가양2동,주점,8,,,,,,,,,,,,,,,,
강서구,가양3동,주점,3,,,,,,,,,,,,,,,,
강서구,발산1동,주점,22,,,,,,,,,,,,,,,,
강서구,우장산동,주점,25,,,,,,,,,,,,,,,,
강서구,공항동,주점,49,,,,,,,,,,,,,,,,
강서구,방화1동,주점,41,,,,,,,,,,,,,,,,
강서구,방화2동,주점,52,,,,,,,,,,,,,,,,
강서구,방화3동,주점,13,,,,,,,,,,,,,,,,
구로구,신도림동,주점,22,,,,,,,,,,,,,,,,
구로구,구로1동,주점,14,,,,,,,,,,,,,,,,
구로구,구로2동,주점,104,,,,,,,,,,,,,,,,
구로구,구로3동,주점,80,,,,,,,,,,,,,,,,
구로구,구로4동,주점,86,,,,,,,,,,,,,,,,
구로구,구로5동,주점,65,,,,,,,,,,,,,,,,
구로구,가리봉동,주점,71,,,,,,,,,,,,,,,,
구로구,고척1동,주점,37,,,,,,,,,,,,,,,,
구로구,고척2동,주점,30,,,,,,,,,,,,,,,,
구로구,개봉1동,주점,41,,,,,,,,,,,,,,,,
구로구,개봉2동,주점,33,,,,,,,,,,,,,,,,
구로구,개봉3동,주점,24,,,,,,,,,,,,,,,,
구로구,오류1동,주점,27,,,,,,,,,,,,,,,,
구로구,오류2동,주점,13,,,,,,,,,,,,,,,,
구로구,수궁동,주점,15,,,,,,,,,,,,,,,,
금천구,가산동,주점,82,,,,,,,,,,,,,,,,
금천구,독산1동,주점,55,,,,,,,,,,,,,,,,
금천구,독산2동,주점,30,,,,,,,,,,,,,,,,
금천구,독산3동,주점,70,,,,,,,,,,,,,,,,
금천구,독산4동,주점,46,,,,,,,,,,,,,,,,
금천구,시흥1동,주점,100,,,,,,,,,,,,,,,,
금천구,시흥2동,주점,4,,,,,,,,,,,,,,,,
금천구,시흥3동,주점,11,,,,,,,,,,,,,,,,
금천구,시흥4동,주점,26,,,,,,,,,,,,,,,,
금천구,시흥5동,주점,26,,,,,,,,,,,,,,,,
영등포구,영등포본동,주점,25,,,,,,,,,,,,,,,,
영등포구,영등포동,주점,120,,,,,,,,,,,,,,,,
영등포구,여의동,주점,116,,,,,,,,,,,,,,,,
영등포구,당산1동,주점,97,,,,,,,,,,,,,,,,
영등포구,당산2동,주점,43,,,,,,,,,,,,,,,,
영등포구,도림동,주점,25,,,,,,,,,,,,,,,,
영등포구,문래동,주점,44,,,,,,,,,,,,,,,,
영등포구,양평1동,주점,28,,,,,,,,,,,,,,,,
영등포구,양평2동,주점,31,,,,,,,,,,,,,,,,
영등포구,신길1동,주점,26,,,,,,,,,,,,,,,,
영등포구,신길3동,주점,23,,,,,,,,,,,,,,,,
영등포구,신길4동,주점,17,,,,,,,,,,,,,,,,
영등포구,신길5동,주점,14,,,,,,,,,,,,,,,,
영등포구,신길6동,주점,16,,,,,,,,,,,,,,,,
영등포구,신길7동,주점,12,,,,,,,,,,,,,,,,
영등포구,대림1동,주점,22,,,,,,,,,,,,,,,,
영등포구,대림2동,주점,57,,,,,,,,,,,,,,,,
영등포구,대림3동,주점,72,,,,,,,,,,,,,,,,
동작구,노량진1동,주점,45,,,,,,,,,,,,,,,,
동작구,노량진2동,주점,21,,,,,,,,,,,,,,,,
동작구,상도1동,주점,39,,,,,,,,,,,,,,,,
동작구,상도2동,주점,27,,,,,,,,,,,,,,,,
동작구,상도3동,주점,19,,,,,,,,,,,,,,,,
동작구,상도4동,주점,20,,,,,,,,,,,,,,,,
동작구,흑석동,주점,60,,,,,,,,,,,,,,,,
동작구,사당1동,주점,67,,,,,,,,,,,,,,,,
동작구,사당2동,주점,85,,,,,,,,,,,,,,,,
동작구,사당3동,주점,10,,,,,,,,,,,,,,,,
동작구,사당4동,주점,11,,,,,,,,,,,,,,,,
동작구,사당5동,주점,3,,,,,,,,,,,,,,,,
동작구,대방동,주점,34,,,,,,,,,,,,,,,,
동작구,신대방1동,주점,19,,,,,,,,,,,,,,,,
동작구,신대방2동,주점,18,,,,,,,,,,,,,,,,
관악구,보라매동,주점,30,,,,,,,,,,,,,,,,
관악구,청림동,주점,10,,,,,,,,,,,,,,,,
관악구,성현동,주점,6,,,,,,,,,,,,,,,,
관악구,행운동,주점,28,,,,,,,,,,,,,,,,
관악구,낙성대동,주점,66,,,,,,,,,,,,,,,,
관악구,청룡동,주점,50,,,,,,,,,,,,,,,,
관악구,은천동,주점,34,,,,,,,,,,,,,,,,
관악구,중앙동,주점,26,,,,,,,,,,,,,,,,
관악구,인헌동,주점,19,,,,,,,,,,,,,,,,
관악구,남현동,주점,48,,,,,,,,,,,,,,,,
관악구,서원동,주점,88,,,,,,,,,,,,,,,,
관악구,신원동,주점,19,,,,,,,,,,,,,,,,
관악구,서림동,주점,20,,,,,,,,,,,,,,,,
관악구,신사동,주점,41,,,,,,,,,,,,,,,,
관악구,신림동,주점,110,,,,,,,,,,,,,,,,
관악구,난향동,주점,2,,,,,,,,,,,,,,,,
관악구,조원동,주점,64,,,,,,,,,,,,,,,,
관악구,대학동,주점,48,,,,,,,,,,,,,,,,
관악구,삼성동,주점,14,,,,,,,,,,,,,,,,
관악구,미성동,주점,26,,,,,,,,,,,,,,,,
관악구,난곡동,주점,16,,,,,,,,,,,,,,,,
서초구,서초1동,주점,18,,,,,,,,,,,,,,,,
서초구,서초2동,주점,34,,,,,,,,,,,,,,,,
서초구,서초3동,주점,101,,,,,,,,,,,,,,,,
서초구,서초4동,주점,66,,,,,,,,,,,,,,,,
서초구,잠원동,주점,44,,,,,,,,,,,,,,,,
서초구,반포본동,주점,12,,,,,,,,,,,,,,,,
서초구,반포1동,주점,39,,,,,,,,,,,,,,,,
서초구,반포2동,주점,1,,,,,,,,,,,,,,,,
서초구,반포3동,주점,4,,,,,,,,,,,,,,,,
서초구,반포4동,주점,23,,,,,,,,,,,,,,,,
서초구,방배본동,주점,23,,,,,,,,,,,,,,,,
서초구,방배1동,주점,23,,,,,,,,,,,,,,,,
서초구,방배2동,주점,42,,,,,,,,,,,,,,,,
서초구,방배3동,주점,6,,,,,,,,,,,,,,,,
서초구,방배4동,주점,14,,,,,,,,,,,,,,,,
서초구,양재1동,주점,52,,,,,,,,,,,,,,,,
서초구,양재2동,주점,41,,,,,,,,,,,,,,,,
서초구,내곡동,주점,2,,,,,,,,,,,,,,,,
강남구,신사동,주점,62,,,,,,,,,,,,,,,,
강남구,논현1동,주점,83,,,,,,,,,,,,,,,,
강남구,논현2동,주점,50,,,,,,,,,,,,,,,,
강남구,압구정동,주점,65,,,,,,,,,,,,,,,,
강남구,청담동,주점,51,,,,,,,,,,,,,,,,
강남구,삼성1동,주점,29,,,,,,,,,,,,,,,,
강남구,삼성2동,주점,24,,,,,,,,,,,,,,,,
강남구,대치1동,주점,5,,,,,,,,,,,,,,,,
강남구,대치2동,주점,27,,,,,,,,,,,,,,,,
강남구,대치4동,주점,52,,,,,,,,,,,,,,,,
강남구,역삼1동,주점,196,,,,,,,,,,,,,,,,
강남구,역삼2동,주점,15,,,,,,,,,,,,,,,,
강남구,도곡1동,주점,8,,,,,,,,,,,,,,,,
강남구,도곡2동,주점,23,,,,,,,,,,,,,,,,
강남구,개포1동,주점,0,,,,,,,,,,,,,,,,
강남구,개포2동,주점,10,,,,,,,,,,,,,,,,
강남구,개포4동,주점,11,,,,,,,,,,,,,,,,
강남구,세곡동,주점,10,,,,,,,,,,,,,,,,
강남구,일원본동,주점,4,,,,,,,,,,,,,,,,
강남구,일원1동,주점,28,,,,,,,,,,,,,,,,
강남구,일원2동,주점,4,,,,,,,,,,,,,,,,
강남구,수서동,주점,13,,,,,,,,,,,,,,,,
송파구,풍납1동,주점,19,,,,,,,,,,,,,,,,
송파구,풍납2동,주점,9,,,,,,,,,,,,,,,,
송파구,거여1동,주점,13,,,,,,,,,,,,,,,,
송파구,거여2동,주점,15,,,,,,,,,,,,,,,,
송파구,마천1동,주점,34,,,,,,,,,,,,,,,,
송파구,마천2동,주점,24,,,,,,,,,,,,,,,,
송파구,방이1동,주점,30,,,,,,,,,,,,,,,,
송파구,방이2동,주점,105,,,,,,,,,,,,,,,,
송파구,오륜동,주점,2,,,,,,,,,,,,,,,,
송파구,오금동,주점,38,,,,,,,,,,,,,,,,
송파구,송파1동,주점,45,,,,,,,,,,,,,,,,
송파구,송파2동,주점,11,,,,,,,,,,,,,,,,
송파구,석촌동,주점,52,,,,,,,,,,,,,,,,
송파구,삼전동,주점,43,,,,,,,,,,,,,,,,
송파구,가락본동,주점,67,,,,,,,,,,,,,,,,
송파구,가락1동,주점,8,,,,,,,,,,,,,,,,
송파구,가락2동,주점,29,,,,,,,,,,,,,,,,
송파구,문정1동,주점,12,,,,,,,,,,,,,,,,
송파구,문정2동,주점,36,,,,,,,,,,,,,,,,
송파구,장지동,주점,18,,,,,,,,,,,,,,,,
송파구,위례동,주점,5,,,,,,,,,,,,,,,,
송파구,잠실본동,주점,131,,,,,,,,,,,,,,,,
송파구,잠실2동,주점,2,,,,,,,,,,,,,,,,
송파구,잠실3동,주점,4,,,,,,,,,,,,,,,,
송파구,잠실4동,주점,1,,,,,,,,,,,,,,,,
송파구,잠실6동,주점,7,,,,,,,,,,,,,,,,
송파구,잠실7동,주점,1,,,,,,,,,,,,,,,,
강동구,강일동,주점,1,,,,,,,,,,,,,,,,
강동구,상일동,주점,17,,,,,,,,,,,,,,,,
강동구,명일1동,주점,32,,,,,,,,,,,,,,,,
강동구,명일2동,주점,11,,,,,,,,,,,,,,,,
강동구,고덕1동,주점,11,,,,,,,,,,,,,,,,
강동구,고덕2동,주점,9,,,,,,,,,,,,,,,,
강동구,암사1동,주점,44,,,,,,,,,,,,,,,,
강동구,암사2동,주점,11,,,,,,,,,,,,,,,,
강동구,암사3동,주점,4,,,,,,,,,,,,,,,,
강동구,천호1동,주점,40,,,,,,,,,,,,,,,,
강동구,천호2동,주점,96,,,,,,,,,,,,,,,,
강동구,천호3동,주점,61,,,,,,,,,,,,,,,,
강동구,성내1동,주점,31,,,,,,,,,,,,,,,,
강동구,성내2동,주점,54,,,,,,,,,,,,,,,,
강동구,성내3동,주점,76,,,,,,,,,,,,,,,,
강동구,길동,주점,114,,,,,,,,,,,,,,,,
강동구,둔촌1동,주점,0,,,,,,,,,,,,,,,,
강동구,둔촌2동,주점,27,,,,,,,,,,,,,,,,
종로구,청운효자동,의류판매점,56,,,,,,,,,,,,,,,,
종로구,사직동,의류판매점,78,,,,,,,,,,,,,,,,
종로구,삼청동,의류판매점,56,,,,,,,,,,,,,,,,
종로구,부암동,의류판매점,18,,,,,,,,,,,,,,,,
종로구,평창동,의류판매점,31,,,,,,,,,,,,,,,,
종로구,무악동,의류판매점,5,,,,,,,,,,,,,,,,
종로구,교남동,의류판매점,15,,,,,,,,,,,,,,,,
종로구,가회동,의류판매점,25,,,,,,,,,,,,,,,,
종로구,종로1.2.3.4가동,의류판매점,538,,,,,,,,,,,,,,,,
종로구,종로5.6가동,의류판매점,200,,,,,,,,,,,,,,,,
종로구,이화동,의류판매점,50,,,,,,,,,,,,,,,,
종로구,혜화동,의류판매점,72,,,,,,,,,,,,,,,,
종로구,창신1동,의류판매점,205,,,,,,,,,,,,,,,,
종로구,창신2동,의류판매점,29,,,,,,,,,,,,,,,,
종로구,창신3동,의류판매점,11,,,,,,,,,,,,,,,,
종로구,숭인1동,의류판매점,24,,,,,,,,,,,,,,,,
종로구,숭인2동,의류판매점,99,,,,,,,,,,,,,,,,
중구,소공동,의류판매점,346,,,,,,,,,,,,,,,,
중구,회현동,의류판매점,2418,,,,,,,,,,,,,,,,
중구,명동,의류판매점,685,,,,,,,,,,,,,,,,
중구,필동,의류판매점,13,,,,,,,,,,,,,,,,
중구,장충동,의류판매점,45,,,,,,,,,,,,,,,,
중구,광희동,의류판매점,2918,,,,,,,,,,,,,,,,
중구,을지로동,의류판매점,383,,,,,,,,,,,,,,,,
중구,신당동,의류판매점,7827,,,,,,,,,,,,,,,,
중구,다산동,의류판매점,109,,,,,,,,,,,,,,,,
중구,약수동,의류판매점,47,,,,,,,,,,,,,,,,
중구,청구동,의류판매점,63,,,,,,,,,,,,,,,,
중구,신당5동,의류판매점,115,,,,,,,,,,,,,,,,
